price,price_range_min,price_range_max,location,brand,model,km_driven,vehicle_type,engine_capacity,origin,description,age,Brand_Model
23.5,17.58,20.64,Thành phố Thủ Đức,Suzuki,Raider,34000,Tay côn/Moto,100 - 175 cc,Nhật Bản,"CẦN BÁN Suzuki Raider 150 Fi Cuối 2018 mới 95% DƯ XE CẦN BÁN 
Suzuki Raider 150 Fi 2018 – Xe đi rất kỹ, bảo dưỡng định kỳ, đổ xăng là đi
Giá hấp dẫn - tiết kiệm chi phí rất nhiều cho anh em!

Anh em đang tìm mua xe cũ loại côn tay mạnh mẽ, bền bỉ và được chăm sóc kỹ lưỡng? 

Mình dư em Suzuki Raider 150 Fi đời 2018, con xe tâm huyết đi rất gìn giữ

Thông tin chi tiết:

Xe mua tháng 12/2018
Số km đã đi: 34.000 km
Ngoại hình: mình có dán keo, không trầy xước đáng kể do dắt ra dắt vào ở nhà trọ

Động cơ: Zin 100%, vận hành êm ái, chạm là lên

Bảo dưỡng: Định kỳ tại hãng, xe VÔ CÙNG ít đi. Mình đi làm gần, chủ yếu đắp mền dựng ở nhà, cũng chẳng đi phượt, đi tua gì cả.

Cặp vỏ zin vì đi trơn quá mình có lên cặp vỏ Michelin, ít đi vẫn còn gai dày dặn.

Sử dụng: Tính mình điềm đạm, thích em nó vì nhỏ gọn, phù hợp thể trạng của mình. 
Khẳng định chưa bao giờ té ngã, không độ chế đua xe hoặc dồn ga phá máy.

Lý do bán: Chuyển sang sử dụng xe máy điện Datbike Quantum, dư xe không sử dụng tới em nó.

Liên hệ: *** (Quang)",7,Suzuki Raider
11,9.5,11.15,Thành phố Thủ Đức,Honda,Blade,40000,Xe số,100 - 175 cc,Việt Nam,Xe đi kỷ còn nguyên. Rất đẹp.di rất kỹ. Xe đang sử dụng đi kỹ còn nguyên. Cần bán đúng giá không bớt .cảm ơn.xe rất đẹp.di rất ky.ko tiep có người tra ja.cam on,7,Honda Blade
25,17.97,21.09,Thành phố Thủ Đức,Honda,Dòng khác,54302,Tay ga,100 - 175 cc,Việt Nam,"xe không sử dụng cần bán tình trạng xe còn mới , không tai nạn. không trày xước nặng. Bảo hành 5000-10000km/lần tại hãng. giấy tờ chính chủ.",8,Honda Dòng khác
9.9,8.65,10.15,Thành phố Thủ Đức,Honda,Wave,123456,Xe số,100 - 175 cc,Việt Nam,"cần bán wave@100cc nhật kiểng full xe Cần bán wave@ 100cc nhật dọn full mới full óc salaya choá đèn 2 tần niền nhôm xịn căm cofon
Xe chạy nhẹ te zin không độ về đi cf đúng vài máy êm thì thầm full chất năng 
Ae cần alo em có ship tphcm nhận giao lưu tất cả xe bù trừ hợp lí",10,Honda Wave
6.5,7.97,9.36,Thành phố Thủ Đức,Honda,Wave,250000,Xe số,50 - 100 cc,Hàn Quốc,wave50 xe nhỏ cháu đi học nay ra trường cần để lại xe còn mới gthl mọi chức năng ok bạn sinh viên nào chua có bằng lái thi alô,11,Honda Wave
7.99,6.13,7.2,Thành phố Thủ Đức,Yamaha,Nouvo,270000,Tay ga,50 - 100 cc,Thái Lan,"yamaha nouvo 5 chính chủ Bstp chính chủ Bán xe nouvo bstp chính chủ 
Xe đẹp máy êm zu
Công chứng uỷ quyền hoặc sang tên vô tư 
Xe máy êm lắm nha khách , nhsnh tay chốt em nó đi a",12,Yamaha Nouvo
24.6,12.15,14.27,Thành phố Thủ Đức,Honda,Cub,696900,Xe số,50 - 100 cc,Nhật Bản,"Bán xe Honda Custom đời 92, 90cc. Xe Honda Custom đời 92, 90cc. Số sườn số máy đúng đời xe nguyên zin,, Biển số Tp dễ nhớ 53-Y1 X33X. Không chính chủ, Ngoại thất sạch sẽ đẹp, Máy êm, mạnh và rất lợi xăng. Giá 24,6triệu. Anh em có nhu cầu alo cho mình. Nhiệt tình trao đổi thương lượng. Cám ơn chợ tốt đăng tin.",22,Honda Cub
40,36.71,43.1,Thành phố Thủ Đức,Honda,Air Blade,9860,Tay ga,100 - 175 cc,Việt Nam,"Bán xe AB mới chưa sửa chữa, đã dán full decal Chính chủ mình cần bán xe AB chua từng sửa chữa
- Thông tin xe: 125cc - bản đặc biệt đen vàng, mua năm 2023, biển Sài Gòn.
- Quảng đường đã đi: 9.680 Km
- Tình trạng xe: gần như mới, xe để trong hầm tòa nhà, có bạt trùm xe, đã dán full decal,...
- Lý do bán: vì đi oto nên không sài đến xe máy
- Giá bán: 40tr 
- Địa chỉ: Quận 9 cũ.",2,Honda Air Blade
46.5,36.06,42.33,Thành phố Thủ Đức,Honda,Vario,4300,Tay ga,100 - 175 cc,Nước khác,Vario160ABS nhập indo bstp chính chủ xe ít dùng Bán lại xe Vario160 thắng ABS nhập indo bstp chính chủ đầy đủ phụ kiện như xe mới ít sử dụng odo mới 4300km 2smartkey 2kiếng bao rút hồ sơ thu hồi bs cho bạn về bấm bs mới.,2,Honda Vario
12,12.53,14.71,Thành phố Thủ Đức,Honda,Dylan,1000,Tay ga,100 - 175 cc,Đang cập nhật,Dylan 2008 Cá nhân sử dụng..bán cho ae có nhu cầu. Xe ko bàn nhiều vì dọn tới nái mạnh êm như chó thở. Giá nhanh gọn cho ae mau lẹ. Có bớt cho ea mau lẹ,18,Honda Dylan
8.5,6.99,8.21,Thành phố Thủ Đức,Honda,Wave,888888,Xe số,100 - 175 cc,Việt Nam,bán xe nhà đi 1 chủ từ đầu không sử dụng nữa bán lại cho ai có nhu cầu 1 chủ biển số tp sang tên uỷ quyền thoải mái máy đã làm sau năm tháng sử dụng giá cả thuong lượng khi coi xe,13,Honda Wave
23,17.29,20.3,Thành phố Thủ Đức,Yamaha,FZ,38000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"fz150 Biển số TPHCM
Chính chủ mua bán tại nhà
Đã thay nsd lốp trước sau lá bố lá thép
Phục hồi phuộc trước sau chén cổ
Chỉ ký mua bán không ký uỷ quyền",9,Yamaha FZ
9.5,8.66,10.17,Thành phố Thủ Đức,Piaggio,LX,1000,Tay ga,100 - 175 cc,Việt Nam,"xe Vesspa cần bán Xe Vesspa chính chủ năm 2012, xe ít chạy nên vẫn chạy tốt , thường xuyên bảo trì",13,Piaggio LX
1.6,15.55,18.25,Thành phố Thủ Đức,Honda,Winner,30000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Winner bs63 9 chủ Winner 2019 Bs63 9 chũ. xe leng keng. Máy mạnh.
giá 16x . 
Winner 2018 pxl. Ecu rl. Cam rl. Nồi uma . bơm nhớt rl . Họng swr. Pô zin móc. Cùm domino real. Demi i8 . Full salaya . 
Full salaya. Dino 20.4 hp
18x. Xe bs94. Bao ký
kv thủ đức. Bình Dương",6,Honda Winner
1.7,15.73,18.46,Thành phố Thủ Đức,Yamaha,Exciter,68944,Tay côn/Moto,100 - 175 cc,Việt Nam,"Ex150 62ycs bs72 úp led Ex150 62ycs. bs72 Úp led kiễng nhẹ . 
Xe im ..cam uma ..lòng ycs . ecu brt . họng TA. 

Pô zin móc . mâm 3đ lốp mcl ..heo 4pis . chóa lavito . 
xe keng. 17x . kv thũ đức . bình dương",8,Yamaha Exciter
39,26.38,30.97,Thành phố Thủ Đức,Suzuki,GSX,17000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"MOTO GSX 150 Bản Touring đẹp 2019 mới 95% Mình là chính chủ, cần bán moto Suzuki gsx R150 phiên bản độ Sport Touring siêu đẹp. Dành cho những ai thích đi phượt đường dài không bị mệt mà vẫn giữ được nét đẹp của bản Moto Sport.

- Xe 2019 đi ít hơn 17k km giữ gìn còn rất mới. Dàn đồ chơi cũng hơn 20 củ đây:
- Khoá thông minh.
- ABS 2 kênh trước sau.
- Ghi đông tay lái cao, giúp tư thế ngồi thoải mái không bị quá cúi về trước như các bản GSX r150 khác.
- Đang sử dụng ECU BRT 
- Baga sau, chân chống đứng, giỏ treo để đồ cho những chuyến đi xa.
- Yên ngồi mình cũng đã bọc lại để ngồi không bị trượt.

Xe còn mới nguyên như hình, động cơ chạy rất êm, vì mình chăm xe kỹ và cũng đã có tuổi nên đi khá từ tốn.
Hiện không còn nhu cầu sử dụng nữa nên bán lại cho ae.
- Giá 39 củ có fix, ae thiện chí đến xem xe trực tiếp tại nhà mình. Ở Thủ Đức, Tp Hồ Chí Minh nhé.",6,Suzuki GSX
18.555555,22.73,26.69,Thành phố Thủ Đức,Honda,Wave,56789,Xe số,100 - 175 cc,Thái Lan,"🔥Xã Lỗ🔥 Wave thái 110 ME date 1999 BSTP 9Chủ 🔥🔥🔥 xã lỗ xã lỗ 🔥🔥🔥
Wave thái 110 ME Date 1999 BSTP 9 chủ ( BS mới bấm )
Xác xe zin mộc 
Đồ zin trên xe trên 85 %
Áo theo xe liền lạc ( có gãy vài chỗ đã xử lý )
Da bò bửng còn
Ốc tán theo xe còn
Catolog theo xe 1999 tới giờ còn lun mới đỉnh
...
Đồ zin còn miên man
Máy có rớt đầu cạo khỏi ( êm ru )
bụng giữa chưa chẻ 

Thích hợp cho ae về dọn theo ý thích",26,Honda Wave
32.5,27.84,32.68,Thành phố Thủ Đức,Honda,Vision,13500,Tay ga,100 - 175 cc,Nhật Bản,"Vision đk. 11/ 2023 chính chủ bstp.bản thể thao. Lên đời. Chính chủ cần bán.
Vision xám si măng , bản thể thao. Bánh to
Xe nữ đi còn zin nguyên 100%
Xe bảo đưỡng theo định kì.
Cam kết zin 100% . Đang xài tốt",2,Honda Vision
13.5,15.94,18.72,Thành phố Thủ Đức,Yamaha,Exciter,9999,Tay côn/Moto,100 - 175 cc,Việt Nam,"e cần bán xe ex xuống áo gtdd k9c máy móc bao êm Xe funl ốc salaya., ngoại hình bao đẹp
Máy móc nguyên zin bao êm ái",14,Yamaha Exciter
35,17.23,20.23,Thành phố Thủ Đức,Piaggio,Vespa,16000,Tay ga,100 - 175 cc,Việt Nam,"VESPA GTS 2014 FULL MÀU ĐEN NHÁM Xe như mới , xe đã kiểm tra bảo dưỡng full ace mình về sử dụng có BH 1 năm máy móc cho ace mình yên tâm dùng",11,Piaggio Vespa
32.5,29.39,34.5,Thành phố Thủ Đức,Honda,Vision,2,Tay ga,100 - 175 cc,Việt Nam,"Bán xe vision trắng tiêu chuẩn odo 2km Vision 2025 tiêu chuẩn Odo 2km BSTP mình đứng cavet.
- Màu trắng, khoá thường , odo 2km , xe dắt từ hãng ra ko có ý định dùng bán nên không khác gì xe mới, mới bấm biển onl ngày 18/3 đang chờ bảng số cavet.
- Biển số thành phố mình đứng cavet, khi mua mình công chứng mua bán để thu hồi lại bảng số định danh, không ủy quyền.
 
Giá mong muốn 32tr5 ( còn bớt cafe ) rẻ hơn xe mới 5tr",0,Honda Vision
48,11.87,13.94,Thành phố Thủ Đức,Honda,Dream,250,Xe số,50 - 100 cc,Thái Lan,Bán Drem thái 2001 biển 4 số 7679 Mình bán dream thái 2001 biển 4 số 7679. Xe mình dọn mới tất cả thay thế đồ hãng máy êm ru. Mình bán giá 48tr cho người sử dụng. Xe ở quận 9 nhé!,24,Honda Dream
12.8,6.3,7.39,Thành phố Thủ Đức,Yamaha,Sirius,35000,Xe số,100 - 175 cc,Nhật Bản,"Sirus 110 BSTP CHÍNH CHỦ Bán sirus zin dọn kiểng
Áo zin hãng đẹp keng không sơn dặn tuốt
Máy móc êm zin chưa rớt đầu
Mâm RCB vỏ micheline city girp pro
Đã thắng OVER, khoá 6 cạnh chống bẻ
Đền led bi cầu bao sáng, mão zhipat xám khói
Bao tay x1r, kính giọt nước 360, cần số inox
Bình đề và nhớt mới thay
Về chỉ việc đỗ xăng chạy
Bán hoặc LG Jupiter fi",16,Yamaha Sirius
20.5,17.47,20.51,Thành phố Thủ Đức,Honda,Vision,35000,Tay ga,100 - 175 cc,Việt Nam,"Bán xe Vision 2017 Xe chính chủ, biển số TpHCM
Xe nữ đi cẩn thận
Xe zin, màu đỏ
Xem xe tại Tp Thủ Đức
Liên hệ ***",8,Honda Vision
12,9.06,10.64,Thành phố Thủ Đức,Honda,Air Blade,50000,Tay ga,100 - 175 cc,Việt Nam,"AB đầu bò, máy êm , gtdd AB đầu bò 
Máy êm 
Xe giấy tờ đầy đủ 
Hỗ trợ góp ( bao nợ xấu )
Trả trước 5tr nhận xe 
Anh chị em cần nhắn em tư vấn nhé
Zalo: ***",13,Honda Air Blade
15.5,13.84,16.25,Thành phố Thủ Đức,Yamaha,Janus,40000,Tay ga,100 - 175 cc,Nhật Bản,Dư dùng nên bán xe Em dư xe nên cần bán xe mới thay võ trước sau xe máy im ru ạ,7,Yamaha Janus
9.999999,6.82,8.01,Thành phố Thủ Đức,Suzuki,Viva,55555,Xe số,100 - 175 cc,Thái Lan,viva fi. bstp. ko chinh chủ Xe cứng cáp liền lạc. Điện đề full. Máy êm ái ko có gi để tả. Bstp. Bao tranh chap,12,Suzuki Viva
19.5,33.66,39.52,Thành phố Thủ Đức,Honda,Dòng khác,0,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"Supra GTR v1 2019 ( Winner v1) chính chủ supra gtr 150 nhập khẩu indo bstp chính chủ công chứng sang tên 
xe dùng kĩ dàn áo còn mới liền lạc máy móc cam kết nguyên zin chưa đụng chạm 
giá có fix nhẹ cho ae nhanh lẹ",6,Honda Dòng khác
59,55.9,65.62,Thành phố Thủ Đức,Honda,SH,50000,Tay ga,100 - 175 cc,Nhật Bản,"SH 150i 2017 CBS Biển sg,ngoại hình đẹp,máy nguyên zin,xe chính chủ,công chứng nhanh gọn lẹ",8,Honda SH
15.8,15.41,18.09,Thành phố Thủ Đức,Yamaha,Grande,100000,Tay ga,100 - 175 cc,Nhật Bản,"❤Xe chính chủ, mua sang tên liền❤ Xe chính chủ cần bán, xe máy zin , mua là đi ký giấy công chứng liền, bạn nào cần alo trực tiếp dùm, xin cảm ơn",9,Yamaha Grande
25,15.97,18.75,Thành phố Thủ Đức,Honda,Air Blade,6800,Tay ga,100 - 175 cc,Việt Nam,"CẦN BÁN XE AB TRÙM MỀNH Airblade 125cc đời 2015 màu đen nhám,km vận hành 6800(trùm mền)xe chính chủ,một đời chủ,giá 25t",10,Honda Air Blade
6.9,5.04,5.92,Thành phố Thủ Đức,Yamaha,Nouvo,55000,Tay ga,100 - 175 cc,Nhật Bản,"Xe Nouvo LX135 Zin Xe Nouvo LX 135 . BSTP 
Xe còn mới zin. Vài năm gần đây ko có nhu cầu đi nhiều (đi nhà thờ và cafe sáng) máy em ru, mạnh và rất bốc.
Giấy tờ chánh chủ.",13,Yamaha Nouvo
15,14.15,16.61,Thành phố Thủ Đức,Honda,Future,10000,Xe số,50 - 100 cc,Nhật Bản,"Mình dư chiếc xe Future đời 2000 ít chạy Mình dư chiếc xe Future đời 2000 , xe ít chạy nên nay dọn trống nhà bán cho ae nào thích mua về chỉ đổ xăng là chạy thôi . Xe còn mới theo thời gian , từ lúc mua đến giờ không có sửa gì hết . Xe sạch sẽ đẹp , có ae nào thích thì alo cho mình . Xin lỗi mình không nhận tin nhắn và chat nhé 
 Ae nào mua thì cho mình xin lại cái thùng nhé",25,Honda Future
700,305.9,359.1,Thành phố Thủ Đức,BMW,R nine T,12000,Tay côn/Moto,Trên 175 cc,Đức,"Bán BMW R NineT ga điện 2023 Chính hãng, BS Saigon Chính chủ không đi nên cần bán BMW R NineT cho anh em.
Mua mới chính hãng BMW Sala.
Ga điện đăng ký chính chủ tháng 06/2023. Mua mới đăng ký xong hết 750 triệu; xe lên full đồ chơi hơn hơn 400 triệu => tổng chi phí gần 1,2 tỷ.
Nay càn để lại cho anh em gia 700 triệu (chịu lỗ hơn 500 triệu).
Bớt cho anh em thiện chí mua.
Liên hệ xem xe: Chị Huyền (khong chin tam sau nam sau bay mot bay mot).",2,BMW R nine T
14.5,14.95,17.54,Thành phố Thủ Đức,Yamaha,Exciter,30000,Tay côn/Moto,100 - 175 cc,Việt Nam,Thanh lý ex 150 2016 máy rin êm xe chất võ hơi xâu Cần thanh lý ex 150 2016 máy rin êm chất võ hơi xấu bán rẽ về ae bỏ hơn củ sơn lại theo ý muốn,9,Yamaha Exciter
2.5,2.75,3.23,Thành phố Thủ Đức,Kawasaki,Max,45806,Xe số,100 - 175 cc,Nhật Bản,Cần bán xe máy như hình Mua xe mới dư chiếc xe đang chạy bình thường.giá ve chai cho anh em đi cày.giấy tờ đầy đủ.liên hệ chủ để trả giá ***.,15,Kawasaki Max
6,5.08,5.964,Thành phố Thủ Đức,Daelim,Dòng khác,11111,Xe số,Dưới 50 cc,Trung Quốc,"Cần bán Exciter 50 bánh mâm thắng đĩa hàng êm Có bảo hiểm xe máy 
Bao tranh chấp 
Giá tờ đầy đủ 
Có fix nhẹ cho ae
Giá 6Đ
Sđt ***",6,Daelim Dòng khác
44,38.1,44.72,Thành phố Thủ Đức,Honda,Air Blade,3000,Tay ga,100 - 175 cc,Đang cập nhật,"Bán xe Ab125 bstp CỬA HÀNG XE MÁY LỘC PHÁT ♥️
Ab 125 -2024 bstp chính chủ
Odo 3 nghìn
Giá::4x
- Thu mua các loại xe máy cũ ( ưu tiên chính chủ , ko chính chủ vẫn mua ) Giao Lưu bù trừ hợp lý 
- Hỗ trợ trả góp ( không nợ xấu , trên 20t )
- Hỗ trợ sang tên , ship xe các tỉnh ( cọc 500 -> 1🥔 )
- Thay nhớt miễn phí , tặng BH xe máy 3 năm
- Có 🌹 cho ace nào giới thiệu 
Ngoài ra còn bán các dòng xe đã qua sử dụng , Ac có nhu cầu liên hệ : *** - *** ( zalo )
Đc : 992 Tỉnh lộ 43 - P Bình Chiểu - TP Thủ Đức",1,Honda Air Blade
30,8.66,10.17,Thành phố Thủ Đức,Honda,Air Blade,38000,Tay ga,100 - 175 cc,Thái Lan,"Airblade Thái 2009, nguyên zin, biển Q2 cũ Airblade 2009 nhập Thái
Odo 38000km 
Máy zin 
Xe chính chủ bao công chứng
Biển Quận 2 cũ
Màu nguyên bản như hình",16,Honda Air Blade
10.5,10.6,12.44,Thành phố Thủ Đức,Piaggio,LX,21494,Tay ga,100 - 175 cc,Nước khác,"Vespa LX 125 đèn vuông đời đầu, phun xăng Fi Piaggio LX 125 màu đen nhám, đời 2013 đèn vuông, biển số Biên Hoà, Đồng Nai. Xe ít chạy odo 21949 km, xe có cavet, không chính chủ, có giấy bán từ cửa hàng, cam kết nguồn gốc xe.
Xem xe & mua bán tại nhà, khu vực Vạn Phúc City, Thủ Đức.",12,Piaggio LX
41,23.06,27.06,Thành phố Thủ Đức,Yamaha,FZ,50000,Tay côn/Moto,Trên 175 cc,Ấn Độ,"cần bán Fz25 cần bán Fz25 
Date 2018
odo 50k
Biển số SG chính chủ - bao công chứng
Xe nguyên bản . Máy móc zin - bảo trì đầy đủ 
GIá bán 41tr hoặc GL 
Anh em xem xe tại: The Vista - Q2",7,Yamaha FZ
6.2,6.77,7.94,Thành phố Thủ Đức,Honda,Wave,1111,Xe số,100 - 175 cc,Việt Nam,"Dư xe cần bán Honda RSX 2008 máy ngon Mua xe mới nên dư xe Rsx nhật đời 2008, gtdd bs60 máy êm cực ngon, giá 6tr2 xem xe phà cát lái",17,Honda Wave
6.5,5.94,6.97,Thành phố Thủ Đức,Honda,Wave,34567,Xe số,100 - 175 cc,Việt Nam,cần bán xe Xe như hình cần bán xe giấy tờ đầy đủ bao tranh chấp giá 6tr5 xem xe quận 9,15,Honda Wave
6.7,8.08,9.48,Thành phố Thủ Đức,Honda,Dream,12333,Xe số,50 - 100 cc,Việt Nam,Supper dream may con zin Xe k chính chủ mới bán giá đó k chỉ bớt 300k,17,Honda Dream
3.3,6.77,7.94,Thành phố Thủ Đức,Honda,Wave,10000,Xe số,50 - 100 cc,Trung Quốc,Wave TQ Xe máy im bs 60 giấy tờ đầy đủ điện đề ok hết xe hư ổ khóa yên và niềng xe hơi sét đứt tí xe có sao nói vậy...thiện chí mua gọi hoặc nt trả giá né dùm cần bán gấp,17,Honda Wave
16.5,18.68,21.93,Thành phố Thủ Đức,Honda,PS,50000,Tay ga,100 - 175 cc,Việt Nam,"Cần bán xe ps Nhà dư dùng Cần bán xe ps chạy êm ,xe nhà đi nên cũng kĩ lắm nhé không hư hỏng gì đâu mua về chỉ việc chạy thôi ko sửa chữa gì thêm nữa,",17,Honda PS
10.8,10.6,12.44,Thành phố Thủ Đức,Piaggio,LX,8000,Tay ga,100 - 175 cc,Việt Nam,"Vespa LX125 3vie 12/2013 Mình cần bán vespa LX125 3vie 12/2013 xAnh mint
Cavet theo xe, trùng màu.
Phuộc Yss, dàn treo sprint vài món lặt vặt...
Mua bán tại cửa hàng.
763F kha vạn cân. Tp thủ đức
Fixxx cho ae đam mê",12,Piaggio LX
3.8,18.04,21.18,Thành phố Thủ Đức,Honda,Dream,30000,Xe số,100 - 175 cc,Trung Quốc,"Dream TQ Giấy tờ đầy đủ Dream - Giấy Tờ Đầy Đủ.

- Xe ngoại hình còn đẹp, chức năng đầy đủ
- Máy móc mới bảo dưỡng cực êm không tiếng động lạ 
- Thích hợp cho ae cần xe đi cày, đi công trình…
GIÁ: 3tr8 (Có fix cho ae thiện chí)
Xem xe Quận 9, Thủ Đức",13,Honda Dream
43,73.6,86.4,Thành phố Thủ Đức,Honda,CD,123456,Tay côn/Moto,50 - 100 cc,Đang cập nhật,"nhượng lại đam mê CD 50 Xem xe tại dĩ an ,ae thiện chí LH ***",2,Honda CD
55,11.87,13.94,Thành phố Thủ Đức,Honda,Dream,250,Xe số,50 - 100 cc,Thái Lan,Dream thái 2001 biển 4 số 7679 Xe mình dream thái 2001 đã dọn mới tất cả đồ hãng từ trong ra ngoài. Biển 4 số dễ nhìn máy rất êm. Để lại cho người có nhu cầu sử dụng. Mình ở quận 9 nhé!,24,Honda Dream
15,16.76,19.67,Thành phố Thủ Đức,Yamaha,Exciter,60000,Tay côn/Moto,100 - 175 cc,Nhật Bản,"Ex 2018 Xe biển số tỉnh 66 đồng tháp, 9 chủ bán ,Đã Thay nsd mới, vỏ , dàn áo, dàn chân cũ theo năm tháng , tiền nào của đó . Bán cho a e có nhu cầu mua về sử dụng . Giá cả hợp lí .",7,Yamaha Exciter
24,19.81,23.26,Thành phố Thủ Đức,Yamaha,Exciter,54000,Xe số,100 - 175 cc,Nhật Bản,Xe chính chủ mua mới Cần bán gấp vì kẹt tiền xe chính chủ tôi mua mới từ đầu xe rin chưa đụng chạm km không tua xe nhà mình đi chứ không phải mua bán nhen a e nào cần liên hệ mình nhé,6,Yamaha Exciter
33,33.74,39.61,Thành phố Thủ Đức,Honda,SH Mode,78000,Tay ga,Nhật Bản,Bảo hành hãng,Xe gia đình chính chủ từ đầu Xe gia đình chính chủ từ đầu.. trầy xước nhẹ theo thời gian.... zin 100%. ***,8,Honda SH Mode
